,ID,Date,Cases,Cases_New,Type
11935164,IT,2021-04-04,569035.0,4180.0,Active
11935191,IT,2021-04-05,570096.0,1061.0,Active
11935218,IT,2021-04-06,555705.0,-14391.0,Active
11935245,IT,2021-04-07,547837.0,-7868.0,Active
11935272,IT,2021-04-08,544330.0,-3507.0,Active
11935299,IT,2021-04-09,536361.0,-7969.0,Active
11935326,IT,2021-04-10,533085.0,-3276.0,Active
11935353,IT,2021-04-11,533005.0,-80.0,Active
11935380,IT,2021-04-12,524417.0,-8588.0,Active
11935407,IT,2021-04-13,519220.0,-5197.0,Active
11935434,IT,2021-04-14,514660.0,-4560.0,Active
11935461,IT,2021-04-15,510023.0,-4637.0,Active
11935488,IT,2021-04-16,506738.0,-3285.0,Active
11935515,IT,2021-04-17,505308.0,-1430.0,Active
11935542,IT,2021-04-18,504611.0,-697.0,Active
11935569,IT,2021-04-19,493489.0,-11122.0,Active
11935596,IT,2021-04-20,482715.0,-10774.0,Active
11935623,IT,2021-04-21,475635.0,-7080.0,Active
11935650,IT,2021-04-22,472196.0,-3439.0,Active
11935677,IT,2021-04-23,465543.0,-6653.0,Active
11935704,IT,2021-04-24,461448.0,-4095.0,Active
11935731,IT,2021-04-25,461212.0,-236.0,Active
11935758,IT,2021-04-26,452812.0,-8400.0,Active
11935785,IT,2021-04-27,448149.0,-4663.0,Active
11935812,IT,2021-04-28,442771.0,-5378.0,Active
11935839,IT,2021-04-29,438709.0,-4062.0,Active
11935866,IT,2021-04-30,436270.0,-2439.0,Active
11935893,IT,2021-05-01,430542.0,-5728.0,Active
11935920,IT,2021-05-02,430906.0,364.0,Active
11935947,IT,2021-05-03,423558.0,-7348.0,Active
11935974,IT,2021-05-04,413889.0,-9669.0,Active
11936001,IT,2021-05-05,407129.0,-6760.0,Active
11936028,IT,2021-05-06,402802.0,-4327.0,Active
11936055,IT,2021-05-07,397564.0,-5238.0,Active
11936082,IT,2021-05-08,390120.0,-7444.0,Active
11936109,IT,2021-05-09,383854.0,-6266.0,Active
11936136,IT,2021-05-10,373670.0,-10184.0,Active
11936163,IT,2021-05-11,363859.0,-9811.0,Active
11936190,IT,2021-05-12,352422.0,-11437.0,Active
11936217,IT,2021-05-13,346008.0,-6414.0,Active
11936244,IT,2021-05-14,339606.0,-6402.0,Active
11936271,IT,2021-05-15,332830.0,-6776.0,Active
11936298,IT,2021-05-16,328882.0,-3948.0,Active
11936325,IT,2021-05-17,322891.0,-5991.0,Active
11936352,IT,2021-05-18,315308.0,-7583.0,Active
11936379,IT,2021-05-19,306730.0,-8578.0,Active
11936406,IT,2021-05-20,299486.0,-7244.0,Active
11936433,IT,2021-05-21,291788.0,-7698.0,Active
11936460,IT,2021-05-22,283744.0,-8044.0,Active
11936487,IT,2021-05-23,281092.0,-2652.0,Active
11936514,IT,2021-05-24,276439.0,-4653.0,Active
11936541,IT,2021-05-25,268145.0,-8294.0,Active
11936568,IT,2021-05-26,260029.0,-8116.0,Active
11936595,IT,2021-05-27,253193.0,-6836.0,Active
11936622,IT,2021-05-28,246270.0,-6923.0,Active
11936649,IT,2021-05-29,241966.0,-4304.0,Active
11936676,IT,2021-05-30,238296.0,-3670.0,Active
11936703,IT,2021-05-31,233674.0,-4622.0,Active
11936730,IT,2021-06-01,225751.0,-7923.0,Active
11936757,IT,2021-06-02,210050.0,-15701.0,Active
